1573105039,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100119
1573105039,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122253
1573105039,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105903
1573105043,1,optimistic,5559439,2 days 3 hours,183082,2 days 1 hour,175305
1573105043,1,pessimistic,5559439,2 days 3 hours,183082,2 days 9 hours,205544
1573105043,1,best_guess,5559439,2 days 3 hours,183082,2 days 3 hours,185102
1573105069,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100130
1573105069,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122245
1573105069,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105900
1573105073,1,optimistic,5559439,2 days 3 hours,183082,2 days 1 hour,175332
1573105073,1,pessimistic,5559439,2 days 3 hours,183082,2 days 9 hours,205547
1573105073,1,best_guess,5559439,2 days 3 hours,183082,2 days 3 hours,185085
1573105099,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100141
1573105099,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122215
1573105099,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105897
1573105103,1,optimistic,5559439,2 days 3 hours,183082,2 days 1 hour,175352
1573105103,1,pessimistic,5559439,2 days 3 hours,183082,2 days 9 hours,205569
1573105103,1,best_guess,5559439,2 days 3 hours,183082,2 days 3 hours,185135
1573105129,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100141
1573105129,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122205
1573105129,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105896
1573105132,1,optimistic,5559439,2 days 3 hours,183082,2 days 1 hour,175378
1573105132,1,pessimistic,5559439,2 days 3 hours,183082,2 days 9 hours,205529
1573105132,1,best_guess,5559439,2 days 3 hours,183082,2 days 3 hours,185122
1573105159,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100173
1573105159,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122186
1573105159,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105898
1573105163,1,optimistic,5559439,2 days 3 hours,183082,2 days 1 hour,175378
1573105189,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100168
1573105189,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122180
1573105189,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105913
1573105196,1,optimistic,5559439,2 days 3 hours,183082,2 days 1 hour,175378
1573105196,1,pessimistic,5559439,2 days 3 hours,183082,2 days 9 hours,205496
1573105196,1,best_guess,5559439,2 days 3 hours,183082,2 days 3 hours,185114
1573105219,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100174
1573105219,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122163
1573105219,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105919
1573105223,1,optimistic,5559439,2 days 3 hours,183082,2 days 1 hour,175368
1573105223,1,pessimistic,5559439,2 days 3 hours,183082,2 days 9 hours,205480
1573105223,1,best_guess,5559439,2 days 3 hours,183082,2 days 3 hours,185146
1573105249,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100172
1573105249,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122146
1573105249,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105922
1573105253,1,optimistic,5559439,2 days 3 hours,183082,2 days 1 hour,175361
1573105253,1,pessimistic,5559439,2 days 3 hours,183082,2 days 9 hours,205458
1573105253,1,best_guess,5559439,2 days 3 hours,183082,2 days 3 hours,185107
1573105279,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100171
1573105279,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122121
1573105279,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105920
